sensor_id,timestamp,ubicacion,temperatura_c,humedad_pct,velocidad_viento_ms,presion_hpa,seeing_arcsec,transparencia
SENS-001,2024-03-02T01:35:00,Norte,17.41,13.8,5.25,745.93,0.442,0.764
SENS-002,2024-03-07T15:00:00,Sur,15.98,9.7,3.9,742.17,0.346,0.709
SENS-001,2024-03-02T05:00:00,Norte,12.33,12.9,6.87,744.57,0.363,0.869
SENS-001,2024-03-03T20:50:00,Norte,17.11,18.8,3.23,748.07,0.637,0.806
SENS-005,2024-03-06T15:05:00,Centro,18.24,6.7,4.75,744.18,0.521,0.722
SENS-003,2024-03-02T16:10:00,Este,15.78,11.8,7.51,742.72,0.768,0.746
SENS-005,2024-03-04T08:00:00,Centro,17.13,17.5,4.81,744.22,0.509,0.908
SENS-002,2024-03-06T20:10:00,Sur,17.25,5.5,6.37,745.86,0.896,0.863
SENS-005,2024-03-04T11:20:00,Centro,18.44,8.4,4.96,748.35,0.489,0.72
SENS-005,2024-03-02T17:10:00,Centro,16.26,16.9,5.28,748.05,0.412,0.673
SENS-002,2024-03-01T04:25:00,Sur,17.27,8.7,0.81,747.23,0.321,0.692
SENS-001,2024-03-01T05:55:00,Norte,15.81,8.3,9.24,746.43,0.883,0.707
SENS-003,2024-03-06T18:55:00,Este,15.12,14.0,5.05,744.67,0.52,0.679
SENS-004,2024-03-05T05:00:00,Oeste,15.03,9.9,0.34,745.08,0.805,0.678
SENS-004,2024-03-02T14:10:00,Oeste,16.95,14.2,5.4,748.37,0.653,0.879
SENS-005,2024-03-01T23:05:00,Centro,18.39,11.8,3.74,741.27,0.857,0.947
SENS-001,2024-03-06T18:50:00,Norte,16.85,12.1,5.34,745.48,0.422,0.922
SENS-004,2024-03-02T06:45:00,Oeste,18.07,11.4,2.57,742.99,0.49,2.874
SENS-004,2024-03-03T06:50:00,Oeste,17.89,11.7,5.65,743.06,0.27,0.727
SENS-005,2024-03-05T22:30:00,Centro,14.93,15.1,8.13,745.61,0.367,0.814
SENS-001,2024-03-06T00:25:00,Norte,14.61,11.1,5.79,742.14,0.417,0.988
SENS-005,2024-03-01T04:00:00,Centro,16.56,6.0,3.04,744.41,0.847,0.894
SENS-005,2024-03-01T22:50:00,Centro,17.38,19.2,8.96,746.59,0.884,0.974
SENS-001,2024-03-06T21:15:00,Norte,14.69,13.6,5.88,747.51,0.536,0.809
SENS-002,2024-03-04T02:20:00,Sur,15.09,19.4,0.09,745.17,0.633,0.891
SENS-001,2024-03-06T11:10:00,Norte,17.53,19.0,6.91,745.9,0.68,0.844
SENS-002,2024-03-05T04:15:00,Sur,17.39,15.1,0.94,740.97,0.947,0.921
SENS-003,2024-03-02T09:45:00,Este,12.31,7.2,6.19,745.28,0.411,0.76
SENS-001,2024-03-06T15:50:00,Norte,16.8,4.7,4.93,742.94,0.874,0.805
SENS-004,2024-03-06T20:00:00,Oeste,16.95,13.8,4.37,1013.4,0.911,0.957
SENS-001,2024-03-07T12:45:00,Norte,16.14,3.3,6.58,743.05,1.193,0.849
SENS-003,2024-03-04T20:40:00,Este,17.02,14.7,7.37,746.59,1.137,0.759
SENS-003,2024-03-04T17:30:00,Este,16.46,3.8,2.51,745.33,0.982,0.834
SENS-005,2024-03-04T05:55:00,Centro,15.57,7.6,5.87,740.95,0.284,0.934
SENS-003,2024-03-07T01:30:00,Este,16.2,5.5,5.14,751.8,0.753,0.701
SENS-001,2024-03-03T22:40:00,Norte,15.89,16.7,6.54,743.84,0.832,2.796
SENS-005,2024-03-01T09:05:00,Centro,16.82,5.6,4.84,749.07,0.747,0.836
SENS-005,2024-03-07T01:20:00,Centro,19.0,10.1,6.24,1019.65,0.205,0.924
SENS-004,2024-03-01T03:15:00,Oeste,15.28,18.1,9.11,744.51,0.313,0.899
SENS-002,2024-03-04T01:05:00,Sur,15.79,19.5,6.8,748.91,0.808,0.986
SENS-001,2024-03-01T15:30:00,Norte,15.82,17.8,4.28,742.42,0.508,0.926
SENS-002,2024-03-07T04:15:00,Sur,17.45,7.1,7.75,747.06,1.232,0.741
SENS-001,2024-03-07T08:30:00,Norte,17.83,19.1,4.75,744.96,0.591,0.659
SENS-002,2024-03-04T07:55:00,Sur,18.23,5.3,2.0,744.86,0.617,0.657
SENS-005,2024-03-05T17:15:00,Centro,20.02,19.2,8.85,745.43,0.882,0.744
SENS-005,2024-03-05T05:40:00,Centro,15.51,9.9,9.39,738.88,0.52,0.945
SENS-001,2024-03-05T06:50:00,Norte,15.85,11.8,5.1,742.02,0.644,0.686
SENS-004,2024-03-01T12:05:00,Oeste,17.08,11.4,3.55,749.87,0.725,0.772
SENS-002,2024-03-07T15:35:00,Sur,15.31,5.8,5.71,746.22,-0.179,0.865
SENS-001,2024-03-02T13:10:00,Norte,14.79,15.0,6.76,740.96,0.131,0.877
SENS-001,2024-03-03T22:20:00,Norte,14.63,3.3,4.29,1017.4,0.328,0.652
SENS-004,2024-03-06T16:20:00,Oeste,16.02,4.1,5.56,743.14,0.487,0.781
SENS-003,2024-03-07T17:30:00,Este,16.6,3.8,2.07,745.39,0.889,0.753
SENS-003,2024-03-06T09:50:00,Este,16.83,12.7,6.44,747.7,0.791,0.863
SENS-002,2024-03-02T12:40:00,Sur,15.03,6.5,6.62,742.14,0.865,0.935
SENS-002,2024-03-04T19:55:00,Sur,17.74,10.5,4.91,745.34,0.627,0.934
SENS-005,2024-03-03T10:00:00,Centro,17.32,5.4,5.15,744.8,0.222,0.833
SENS-004,2024-03-04T10:00:00,Oeste,13.53,18.3,4.52,745.93,0.484,0.864
SENS-003,2024-03-07T07:05:00,Este,17.17,17.7,7.64,741.66,1.117,0.829
SENS-001,2024-03-05T11:50:00,Norte,16.71,18.9,5.19,749.1,0.91,0.791
SENS-003,2024-03-05T06:05:00,Este,15.77,15.4,4.62,745.6,0.681,0.917
SENS-005,2024-03-04T22:25:00,Centro,16.2,7.6,4.38,749.42,0.724,0.871
SENS-003,2024-03-04T16:55:00,Este,15.43,6.4,5.63,744.19,0.257,0.666
,2024-03-06T00:10:00,Sur,17.25,14.4,4.85,745.86,0.712,0.854
SENS-005,2024-03-02T22:30:00,Centro,17.01,11.0,7.86,746.49,0.58,0.875
SENS-005,2024-03-04T07:40:00,Centro,17.48,17.1,5.96,745.93,0.498,0.807
SENS-005,2024-03-02T13:15:00,Centro,18.02,19.7,3.69,746.18,0.86,0.97
SENS-005,2024-03-06T09:00:00,Centro,14.81,9.9,6.82,745.23,0.678,0.784
SENS-001,2024-03-03T16:40:00,Norte,17.54,17.4,6.11,748.49,0.379,0.759
SENS-005,2024-03-07T09:05:00,Centro,19.52,14.9,4.32,741.3,0.535,0.944
SENS-002,2024-03-01T12:45:00,Sur,15.23,19.6,6.26,743.25,0.635,0.978
SENS-003,2024-03-04T04:40:00,Este,15.5,5.6,6.51,745.73,0.346,0.767
SENS-003,2024-03-06T06:20:00,Este,15.73,4.6,6.78,747.73,1.194,0.863
SENS-005,2024-03-06T14:20:00,Centro,17.03,16.7,5.08,748.33,0.684,0.866
SENS-004,2024-03-04T00:05:00,Oeste,16.07,5.9,3.13,745.32,0.895,0.948
SENS-005,2024-03-02T05:35:00,Centro,17.4,14.4,6.07,740.62,0.435,0.869
SENS-005,2024-03-02T20:55:00,Centro,19.67,18.3,4.16,746.44,-1.393,0.697
SENS-002,2024-03-05T02:35:00,Sur,15.6,15.5,4.46,747.54,0.119,0.778
SENS-004,2024-03-06T12:05:00,Oeste,16.05,11.6,2.91,747.06,-0.633,0.679
SENS-002,2024-03-05T03:55:00,Sur,13.57,11.6,5.1,747.06,1.055,0.912
SENS-004,2024-03-05T06:00:00,Oeste,13.7,14.9,3.42,748.07,0.42,0.691
SENS-001,2024-03-05T11:25:00,Norte,17.48,10.1,5.08,748.94,0.83,0.983
SENS-003,2024-03-03T00:25:00,Este,17.86,7.2,6.89,745.64,0.902,0.818
SENS-005,2024-03-01T19:25:00,Centro,17.85,17.3,5.53,746.91,0.831,0.835
SENS-005,2024-03-04T15:40:00,Centro,15.82,19.8,6.48,746.12,0.807,0.857
SENS-004,2024-03-05T16:40:00,Oeste,-999.0,5.8,2.68,738.75,0.449,0.664
SENS-004,2024-03-04T08:45:00,Oeste,18.47,8.4,7.7,744.81,0.618,0.758
SENS-003,2024-03-01T08:50:00,Este,20.1,17.9,6.02,741.02,0.198,0.835
SENS-003,2024-03-01T10:30:00,Este,17.42,16.9,2.81,748.43,0.323,0.845
SENS-005,2024-03-02T02:30:00,Centro,13.43,15.8,5.2,748.17,0.864,0.676
SENS-002,2024-03-07T19:50:00,Sur,17.34,3.2,0.21,743.3,0.845,0.936
SENS-001,2024-03-07T12:35:00,Norte,16.22,7.4,6.8,741.17,0.324,0.78
SENS-005,2024-03-03T02:20:00,Centro,11.86,9.0,4.34,743.4,0.245,0.692
SENS-005,2024-03-05T22:05:00,Centro,15.81,11.9,6.45,743.8,0.954,0.659
SENS-003,2024-03-05T11:50:00,Este,16.58,13.3,5.1,742.17,0.898,0.861
SENS-002,2024-03-06T12:15:00,Sur,17.25,5.1,4.85,741.9,0.78,0.862
SENS-004,2024-03-06T11:30:00,Oeste,19.04,17.0,4.55,744.34,1.0,0.912
SENS-002,2024-03-07T11:25:00,Sur,18.78,9.4,5.63,741.64,0.333,0.973
SENS-005,2024-03-01T07:35:00,Centro,17.24,9.9,7.03,745.76,0.523,0.761
SENS-003,2024-03-01T10:55:00,Este,17.64,3.4,0.63,750.41,0.667,0.916
SENS-001,2024-03-04T14:20:00,Norte,16.96,10.5,4.63,741.1,1.348,0.896
SENS-001,2024-03-03T05:00:00,Norte,18.44,6.6,8.65,748.01,0.484,0.847
SENS-003,2024-03-06T19:05:00,Este,16.53,8.6,7.45,747.82,0.772,0.906
SENS-003,2024-03-01T11:10:00,Este,16.06,17.5,2.86,742.9,0.943,0.967
SENS-004,2024-03-05T12:00:00,Oeste,15.9,3.0,8.78,1016.92,0.594,0.923
SENS-001,2024-03-04T18:15:00,Norte,18.03,15.2,7.02,744.3,-0.869,0.875
SENS-001,2024-03-03T23:45:00,Norte,20.93,7.1,4.66,744.83,1.004,0.767
SENS-003,2024-03-05T05:00:00,Este,15.44,14.1,5.0,743.76,0.47,0.913
SENS-001,2024-03-04T03:15:00,Norte,12.14,19.1,9.59,743.81,0.687,1.637
SENS-001,2024-03-01T15:55:00,Norte,18.42,18.3,5.22,740.92,0.497,0.857
SENS-001,2024-03-01T09:05:00,Norte,16.91,16.0,4.3,744.13,0.847,0.937
SENS-003,2024-03-02T13:55:00,Este,16.27,15.0,5.94,745.37,0.612,0.761
SENS-001,2024-03-07T17:50:00,Norte,16.68,14.1,1.72,744.83,0.621,0.737
SENS-003,2024-03-06T00:05:00,Este,15.41,5.9,5.18,745.24,0.467,0.869
SENS-003,2024-03-02T03:35:00,Este,16.26,6.4,2.15,745.25,0.978,0.729
SENS-005,2024-03-03T06:20:00,Centro,20.58,9.1,7.81,749.09,0.7,0.847
SENS-002,2024-03-01T03:20:00,Sur,13.22,17.7,6.55,742.02,0.338,0.859
SENS-004,2024-03-06T08:05:00,Oeste,19.21,9.5,5.92,744.34,0.332,0.797
SENS-004,2024-03-04T15:15:00,Oeste,19.48,4.8,2.07,741.52,1.002,0.767
SENS-005,2024-03-04T10:15:00,Centro,18.5,15.3,10.59,744.66,0.607,0.771
SENS-003,2024-03-03T06:55:00,Este,13.25,14.3,8.03,746.57,0.615,0.741
SENS-005,2024-03-01T15:20:00,Centro,19.87,8.3,7.4,748.42,1.012,0.966
SENS-002,2024-03-03T16:35:00,Sur,14.78,15.2,7.57,742.5,-1.945,0.78
SENS-003,2024-03-01T12:05:00,Este,17.82,7.0,5.86,750.02,1.183,0.956
SENS-002,2024-03-02T02:55:00,Sur,15.4,18.3,8.82,745.13,0.864,0.863
SENS-001,2024-03-03T15:30:00,Norte,17.21,13.4,5.32,748.22,0.488,0.71
SENS-002,2024-03-03T03:25:00,Sur,16.95,17.2,2.26,747.02,0.655,0.723
SENS-002,2024-03-02T10:15:00,Sur,15.83,17.1,7.63,748.82,0.863,0.753
SENS-001,2024-03-04T19:10:00,Norte,17.15,18.5,3.79,746.56,0.365,0.678
SENS-004,2024-03-02T05:35:00,Oeste,14.67,3.5,9.21,747.28,0.407,0.829
SENS-004,2024-03-05T07:55:00,Oeste,17.05,6.7,5.68,749.79,0.329,0.884
SENS-003,2024-03-07T01:40:00,Este,13.83,9.1,7.79,743.93,0.406,0.66
SENS-002,2024-03-04T22:35:00,Sur,17.0,14.5,5.75,750.84,0.451,0.683
SENS-004,2024-03-07T12:20:00,Oeste,16.56,19.5,3.58,743.0,0.798,0.75
SENS-003,2024-03-04T14:40:00,Este,18.49,5.9,3.78,744.12,0.618,0.939
SENS-002,2024-03-07T06:25:00,Sur,16.5,15.3,10.39,748.4,0.708,0.805
SENS-001,2024-03-04T01:40:00,Norte,16.02,12.8,8.08,745.28,0.854,0.711
SENS-002,2024-03-03T06:30:00,Sur,17.57,9.0,6.97,745.2,0.651,2.363
SENS-003,2027-07-01T05:47:00,Este,14.13,17.3,4.0,743.69,1.119,0.939
SENS-004,2024-03-02T19:30:00,Oeste,16.68,7.4,5.7,750.31,0.41,0.716
SENS-005,2024-03-05T16:30:00,Centro,17.66,4.7,7.03,748.1,1.099,0.709
SENS-004,2024-03-04T05:55:00,Oeste,11.77,18.5,4.96,748.05,0.698,0.89
SENS-004,2024-03-07T08:50:00,Oeste,16.74,8.4,5.66,741.94,0.369,0.902
SENS-004,2024-03-07T20:35:00,Oeste,16.23,4.3,3.19,743.81,0.58,0.913
SENS-004,2024-03-05T04:25:00,Oeste,15.71,4.1,1.95,746.95,0.556,0.836
SENS-003,2024-03-05T03:20:00,Este,15.74,10.5,5.68,743.58,0.28,0.738
SENS-005,2024-03-07T06:35:00,Centro,16.16,12.5,3.59,743.18,0.559,0.731
SENS-003,2024-03-05T12:20:00,Este,16.54,8.4,5.64,747.95,0.574,0.963
SENS-002,2024-03-01T16:50:00,Sur,19.11,6.4,7.33,743.54,0.874,0.855
SENS-005,2024-03-05T14:15:00,Centro,15.94,8.8,3.57,745.56,0.973,0.72
SENS-005,2024-03-01T14:30:00,Centro,16.51,17.2,8.68,747.93,0.548,0.901
SENS-001,2024-03-05T09:10:00,Norte,17.55,13.4,3.24,743.26,0.701,0.963
SENS-005,2024-03-04T22:10:00,Centro,16.99,14.7,5.54,745.55,1.102,0.701
SENS-001,2024-03-04T09:15:00,Norte,15.94,5.5,2.82,737.32,0.834,0.965
SENS-004,2024-03-01T00:00:00,Oeste,16.97,14.2,2.0,745.73,0.635,0.992
SENS-003,2024-03-04T05:05:00,Este,15.78,7.8,5.29,749.93,0.716,0.694
SENS-001,2024-03-04T06:25:00,Norte,17.7,12.4,7.31,743.16,1.057,0.698
SENS-003,2024-03-05T09:15:00,Este,17.88,15.3,4.44,746.29,0.847,0.853
SENS-003,2024-03-03T12:15:00,Este,16.34,6.8,6.86,745.8,0.804,0.687
SENS-002,2024-03-02T08:15:00,Sur,14.54,12.1,3.18,748.17,0.891,0.698
SENS-005,2024-03-07T10:05:00,Centro,18.25,3.9,5.5,745.76,0.886,0.666
SENS-003,2024-03-04T13:05:00,Este,17.98,9.1,1.93,745.28,1.11,0.972
SENS-003,2024-03-02T08:35:00,Este,15.27,4.6,8.4,744.87,0.305,0.823
SENS-003,2024-03-04T23:40:00,Este,15.35,7.2,5.16,746.71,0.718,0.798
SENS-002,2024-03-05T05:45:00,Sur,15.51,15.2,3.97,1017.34,0.385,0.917
SENS-002,2024-03-07T12:50:00,Sur,19.28,3.2,3.96,743.25,0.531,0.695
SENS-005,2024-03-06T09:50:00,Centro,16.37,15.9,6.87,745.11,0.598,0.871
SENS-004,2024-03-04T10:35:00,Oeste,16.23,13.3,4.7,746.37,0.873,0.713
SENS-005,2024-03-02T14:50:00,Centro,16.69,5.9,3.52,745.12,0.214,0.991
SENS-002,2024-03-03T17:45:00,Sur,17.12,6.6,5.54,742.92,0.979,0.841
SENS-001,2024-03-04T06:40:00,Norte,15.9,18.3,2.03,745.77,0.805,2.234
SENS-005,2024-03-04T13:20:00,Centro,15.45,9.1,5.21,744.7,0.869,0.676
,2024-03-07T10:45:00,Norte,16.8,8.9,5.67,752.29,0.76,0.939
SENS-005,2024-03-03T17:05:00,Centro,14.18,18.4,4.51,745.39,0.525,0.893
SENS-003,2024-03-01T09:00:00,Este,17.9,142.9,8.78,743.17,0.58,0.925
SENS-003,2024-03-05T05:05:00,Este,18.23,6.6,8.5,748.23,0.794,0.96
SENS-005,2024-03-03T21:40:00,Centro,17.12,11.4,5.5,745.95,0.622,0.94
SENS-002,2024-03-05T08:35:00,Sur,15.7,13.8,5.71,746.86,0.63,0.751
SENS-002,2024-03-03T09:30:00,Sur,19.53,4.9,5.7,742.73,0.379,0.719
SENS-004,2024-03-06T10:15:00,Oeste,17.37,10.4,3.1,745.98,0.653,0.871
SENS-004,2024-03-04T10:25:00,Oeste,15.22,3.3,5.11,744.43,0.802,0.686
SENS-001,2024-03-05T13:55:00,Norte,15.66,8.7,6.69,746.49,0.876,0.918
SENS-005,2024-03-01T19:05:00,Centro,18.53,11.5,2.03,745.63,0.476,0.934
SENS-003,2024-03-02T19:25:00,Este,15.23,18.6,6.33,743.46,0.812,0.82
SENS-003,2024-03-05T00:50:00,Este,17.05,19.7,8.01,741.69,0.557,0.771
SENS-003,2024-03-07T22:30:00,Este,16.69,10.2,5.1,745.61,1.184,0.782
SENS-005,2024-03-05T12:10:00,Centro,18.11,8.0,7.99,745.32,0.88,0.674
SENS-004,2024-03-01T10:55:00,Oeste,17.24,6.9,8.31,743.99,0.454,0.95
SENS-004,2024-03-02T11:10:00,Oeste,14.19,7.8,4.66,746.92,0.992,0.855
SENS-002,2024-03-06T02:55:00,Sur,16.58,19.3,6.24,745.32,0.312,0.665
SENS-002,2024-03-06T05:25:00,Sur,15.88,3.6,5.05,744.78,0.159,0.783
SENS-003,2024-03-03T14:25:00,Este,16.89,8.3,7.65,749.83,0.883,0.767
SENS-002,2024-03-02T15:45:00,Sur,16.94,19.1,4.46,744.98,0.711,0.814
SENS-005,2024-03-06T15:45:00,Centro,18.13,4.2,7.73,744.27,0.8,0.909
SENS-004,2024-03-03T19:05:00,Oeste,14.11,16.5,5.57,742.85,0.834,0.762
SENS-004,2024-03-06T09:15:00,Oeste,17.54,10.0,7.09,747.74,0.531,0.682
SENS-004,2024-03-07T05:30:00,Oeste,15.21,6.8,5.39,744.7,0.687,0.772
SENS-003,2024-03-06T05:00:00,Este,16.32,19.1,4.59,749.12,0.94,0.753
SENS-005,2024-03-07T21:35:00,Centro,14.91,4.6,4.62,743.13,0.442,0.78
SENS-004,2024-03-04T07:10:00,Oeste,17.9,11.3,5.51,745.2,0.523,0.764
SENS-001,2024-03-07T12:10:00,Norte,16.18,11.4,5.61,742.44,0.339,0.986
SENS-005,2024-03-03T04:10:00,Centro,14.87,5.9,6.69,745.45,-1.586,0.913
SENS-003,2024-03-05T22:40:00,Este,17.63,9.6,6.96,747.21,0.8,0.914
SENS-004,2024-03-06T21:45:00,Oeste,17.4,4.2,7.09,744.83,0.644,0.881
SENS-003,2024-03-04T19:20:00,Este,17.81,3.7,4.6,746.8,0.66,0.949
SENS-002,2024-03-04T03:20:00,Sur,14.57,7.6,5.09,743.64,0.024,0.84
SENS-001,2024-03-02T23:30:00,Norte,14.82,18.1,6.93,744.22,0.793,0.73
SENS-001,2024-03-06T00:40:00,Norte,17.45,17.0,5.65,744.91,0.494,0.789
SENS-004,2024-03-01T11:25:00,Oeste,14.51,15.0,8.32,743.48,0.794,0.792
SENS-004,2024-03-02T11:30:00,Oeste,17.42,8.3,2.32,743.13,0.488,0.855
SENS-004,2024-03-02T20:20:00,Oeste,16.03,5.5,5.76,739.82,0.745,0.808
SENS-004,2024-03-04T12:50:00,Oeste,18.42,5.1,5.61,743.46,0.675,0.809
SENS-004,2024-03-03T11:50:00,Oeste,17.42,18.8,5.81,742.94,0.841,0.999
SENS-002,2024-03-05T06:10:00,Sur,16.82,7.9,5.83,743.74,0.748,0.738
SENS-005,2024-03-07T11:25:00,Centro,14.97,4.0,3.25,748.23,0.747,0.997
SENS-002,2024-03-07T20:50:00,Sur,15.73,17.0,5.92,747.28,0.222,0.747
SENS-003,2024-03-02T07:55:00,Este,14.13,19.2,5.45,748.53,0.32,0.864
SENS-004,2024-03-07T10:55:00,Oeste,18.5,17.6,6.67,745.63,0.153,0.882
SENS-002,2024-03-06T08:15:00,Sur,17.63,11.4,6.5,751.31,0.422,0.727
SENS-003,2024-03-07T09:50:00,Este,14.63,12.5,5.53,746.88,0.683,0.91
SENS-004,2024-03-06T03:25:00,Oeste,17.95,17.5,5.08,751.59,0.688,0.844
SENS-002,2024-03-03T20:55:00,Sur,16.03,4.1,7.19,744.69,0.586,0.712
SENS-004,2024-03-04T05:50:00,Oeste,16.39,10.3,4.45,744.09,0.033,0.75
SENS-003,2024-03-04T11:00:00,Este,17.41,14.0,7.7,747.23,0.639,0.893
SENS-001,2024-03-05T15:30:00,Norte,16.66,16.8,8.93,745.07,0.863,0.776
SENS-002,2024-03-05T09:10:00,Sur,17.58,14.2,5.31,747.24,0.631,0.763
SENS-005,2024-03-03T08:25:00,Centro,18.25,6.5,7.18,747.4,0.564,0.909
SENS-005,2024-03-03T16:20:00,Centro,15.35,18.5,5.32,747.62,0.6,0.898
SENS-001,2024-03-03T06:10:00,Norte,17.84,14.8,6.84,744.76,0.744,0.696
SENS-002,2024-03-04T03:10:00,Sur,15.14,13.6,7.47,743.28,0.59,0.79
SENS-002,2024-03-01T21:30:00,Sur,16.27,16.2,5.36,744.17,0.133,0.93
SENS-004,2024-03-06T14:05:00,Oeste,18.15,18.4,7.88,742.69,0.4,0.874
SENS-002,2024-03-06T06:45:00,Sur,18.0,17.5,4.84,740.99,0.665,2.182
SENS-002,2024-03-03T12:50:00,Sur,16.21,18.8,2.15,741.54,0.665,0.743
,2024-03-03T07:35:00,Centro,14.64,4.6,3.06,744.74,0.491,0.676
SENS-003,2024-03-02T15:50:00,Este,12.57,9.9,4.04,746.07,0.082,0.862
SENS-001,2024-03-06T13:00:00,Norte,16.58,10.5,6.03,743.12,0.769,0.848
SENS-005,2024-03-03T11:00:00,Centro,17.33,19.8,5.24,746.42,0.756,0.989
SENS-002,2024-03-03T00:40:00,Sur,18.8,13.8,7.27,749.37,0.879,0.877
SENS-003,2024-03-06T13:05:00,Este,16.74,19.1,2.48,747.57,0.245,0.962
SENS-002,2024-03-05T03:40:00,Sur,14.95,16.5,5.25,745.2,0.99,0.89
SENS-004,2024-03-01T18:45:00,Oeste,16.89,9.7,4.82,742.33,0.787,0.734
SENS-003,2024-03-05T14:35:00,Este,16.75,3.1,8.0,743.5,0.256,0.76
SENS-005,2024-03-06T04:30:00,Centro,15.62,10.4,6.25,746.76,0.434,0.785
SENS-003,2024-03-06T07:40:00,Este,18.93,12.6,3.92,743.04,0.759,0.905
SENS-001,2024-03-05T08:50:00,Norte,17.24,15.4,5.37,746.09,0.721,0.725
SENS-003,2024-03-05T23:15:00,Este,16.02,197.4,7.34,746.25,0.799,0.889
SENS-001,2024-03-04T10:35:00,Norte,17.0,14.3,6.83,744.37,0.808,0.868
SENS-002,2024-03-06T05:20:00,Sur,16.26,5.9,6.12,745.3,0.332,0.99
SENS-001,2024-03-01T09:25:00,Norte,16.96,14.8,6.82,745.54,0.751,0.703
SENS-001,2024-03-04T04:35:00,Norte,15.67,15.1,5.46,745.08,0.841,0.691
SENS-002,2024-03-02T18:25:00,Sur,18.31,15.7,4.41,742.8,0.62,0.999
SENS-005,2024-03-06T06:50:00,Centro,14.45,13.2,5.33,744.92,0.849,0.828
SENS-001,2024-03-01T13:45:00,Norte,16.84,3.1,7.98,747.04,0.268,0.993
SENS-003,2024-03-05T22:05:00,Este,16.15,12.5,4.26,748.23,0.302,0.798
SENS-003,2024-03-03T02:15:00,Este,16.49,4.0,7.01,742.65,0.23,0.94
SENS-001,2024-03-04T07:05:00,Norte,18.74,14.1,10.73,746.29,0.546,0.758
SENS-003,2024-03-03T01:30:00,Este,17.21,18.5,5.02,743.79,0.5,0.811
SENS-004,2024-03-07T08:05:00,Oeste,15.42,10.5,2.12,748.22,0.318,0.654
SENS-002,2024-03-07T03:30:00,Sur,13.28,16.6,6.08,745.08,0.615,0.678
SENS-002,2024-03-02T18:10:00,Sur,18.86,7.0,2.64,738.64,0.387,0.732
SENS-003,2024-03-04T20:15:00,Este,15.62,9.5,5.29,742.47,0.532,0.951
SENS-002,2024-03-03T22:50:00,Sur,16.07,14.1,6.99,745.27,0.525,0.901
SENS-005,2024-03-02T23:20:00,Centro,15.47,9.2,4.33,744.86,0.568,0.97
SENS-003,2024-03-06T06:30:00,Este,17.72,3.4,4.49,739.79,0.897,0.861
SENS-004,2024-03-06T17:25:00,Oeste,18.03,17.3,9.35,748.39,0.574,0.925
SENS-003,2024-03-02T13:10:00,Este,16.72,19.2,6.2,749.45,0.03,0.932
SENS-003,2024-03-02T14:20:00,Este,17.06,107.5,5.33,744.98,0.924,0.658
SENS-004,2024-03-04T11:25:00,Oeste,17.54,17.6,4.13,743.7,0.553,0.903
SENS-002,2024-03-02T18:05:00,Sur,15.72,4.9,9.15,742.66,0.817,0.712
SENS-001,2024-03-04T20:50:00,Norte,16.09,8.4,2.56,742.29,0.562,0.826
SENS-005,2024-03-02T18:00:00,Centro,18.41,3.4,3.87,743.89,0.179,0.86
SENS-001,2024-03-02T00:50:00,Norte,16.3,6.1,4.45,745.74,0.83,0.703
SENS-001,2024-03-06T19:35:00,Norte,15.72,4.1,6.07,749.22,0.467,0.915
SENS-002,2024-03-05T16:15:00,Sur,18.46,17.0,2.91,747.21,0.596,0.678
SENS-002,2024-03-03T13:15:00,Sur,15.65,19.5,3.34,745.12,0.308,0.734
SENS-005,2024-03-03T04:40:00,Centro,18.45,14.2,5.73,741.97,0.929,0.991
SENS-003,2024-03-04T10:20:00,Este,17.78,16.1,5.16,745.02,0.382,0.973
SENS-005,2024-03-04T20:45:00,Centro,18.11,17.2,4.55,742.04,0.508,0.931
SENS-005,2024-03-04T13:05:00,Centro,15.75,16.7,6.42,749.05,0.749,0.724
SENS-003,2024-03-02T03:05:00,Este,15.43,15.7,2.72,745.49,0.615,0.718
SENS-004,2024-03-04T03:55:00,Oeste,15.67,17.2,4.87,749.06,0.488,0.824
SENS-004,2024-03-01T07:00:00,Oeste,17.32,10.2,9.38,746.62,0.618,0.952
SENS-003,2024-03-02T21:50:00,Este,19.05,9.1,3.6,743.15,0.538,0.809
SENS-004,2024-03-04T08:35:00,Oeste,18.44,3.8,6.06,748.03,1.145,0.722
SENS-005,2024-03-01T05:00:00,Centro,16.13,11.6,7.5,743.85,0.726,0.775
SENS-002,2024-03-01T08:35:00,Sur,18.78,10.3,4.14,742.7,0.205,0.861
SENS-003,2024-03-05T15:20:00,Este,14.19,18.5,3.47,743.58,0.395,0.964
SENS-003,2024-03-07T21:10:00,Este,18.2,4.9,8.8,744.23,1.002,0.651
SENS-004,2024-03-04T07:30:00,Oeste,15.78,13.4,4.98,745.35,1.262,0.893
SENS-004,2024-03-06T18:20:00,Oeste,17.05,12.0,3.37,742.41,0.433,0.898
SENS-001,2024-03-07T09:05:00,Norte,19.66,19.2,3.25,744.36,0.935,0.876
SENS-005,2024-03-01T09:40:00,Centro,15.76,19.2,4.36,736.95,0.389,0.694
SENS-005,2024-03-02T11:20:00,Centro,17.41,14.5,9.09,741.38,0.672,0.726
SENS-005,2024-03-06T11:05:00,Centro,13.32,6.3,8.23,748.85,0.301,0.664
SENS-001,2024-03-03T02:35:00,Norte,15.18,13.2,2.79,740.51,1.013,0.768
